"";"age";"job";"marital";"education";"default";"balance";"housing";"loan";"day";"duration";"campaign";"pdays";"previous";"poutcome";"complete"
"43968";30;"blue-collar";"single";"secondary";"no";315;"no";"no";23;1407;1;-1;0;"unknown";"yes"
"43969";36;"management";"single";"tertiary";"no";538;"no";"no";23;339;1;183;5;"success";"yes"
"43971";59;"management";"married";"tertiary";"no";5397;"no";"no";23;671;3;-1;0;"unknown";"yes"
"43973";25;"student";"single";"secondary";"no";1957;"no";"no";24;1207;4;385;1;"failure";"yes"
"43974";43;"services";"married";"secondary";"no";774;"no";"no";24;482;1;91;2;"success";"yes"
"43976";37;"self-employed";"single";"tertiary";"no";1188;"no";"no";24;310;1;-1;0;"unknown";"yes"
"43989";49;"management";"married";"tertiary";"no";1167;"yes";"yes";25;213;6;150;8;"failure";"yes"
"43990";42;"technician";"single";"tertiary";"no";2611;"yes";"no";25;300;1;389;3;"failure";"yes"
"43991";27;"blue-collar";"single";"secondary";"no";3145;"no";"no";25;374;1;179;2;"success";"yes"
"43997";29;"technician";"single";"secondary";"no";825;"no";"no";25;472;2;-1;0;"unknown";"yes"
"43999";37;"technician";"married";"tertiary";"no";122;"no";"no";25;266;2;318;3;"other";"yes"
"44005";47;"management";"single";"tertiary";"no";334;"yes";"no";28;614;3;94;9;"success";"yes"
"44006";38;"management";"single";"tertiary";"no";623;"no";"no";28;297;4;144;4;"other";"yes"
"44009";55;"housemaid";"single";"primary";"no";976;"no";"no";28;345;1;94;3;"other";"yes"
"44010";39;"technician";"single";"tertiary";"no";393;"no";"no";28;325;1;94;1;"success";"yes"
"44011";49;"admin.";"single";"secondary";"no";293;"no";"no";28;452;1;-1;0;"unknown";"yes"
"44012";26;"management";"single";"tertiary";"no";222;"no";"no";28;247;1;63;2;"success";"yes"
"44014";68;"retired";"single";"primary";"no";476;"no";"no";28;363;1;-1;0;"unknown";"yes"
"44019";67;"retired";"married";"primary";"no";2391;"no";"no";28;737;6;186;10;"other";"yes"
"44020";22;"housemaid";"single";"secondary";"no";1796;"no";"no";28;369;3;-1;0;"unknown";"yes"
"44024";58;"blue-collar";"married";"primary";"no";3109;"no";"no";29;295;1;287;4;"success";"yes"
"44025";41;"admin.";"married";"secondary";"no";3126;"yes";"no";29;222;1;91;7;"failure";"yes"
"44027";23;"services";"single";"secondary";"no";488;"no";"no";29;205;1;91;3;"success";"yes"
"44030";35;"unemployed";"married";"secondary";"no";978;"no";"no";29;660;2;182;6;"success";"yes"
"44031";33;"management";"single";"tertiary";"no";718;"yes";"no";29;271;1;84;3;"success";"yes"
"44033";33;"management";"single";"tertiary";"no";3143;"no";"no";29;421;2;-1;0;"unknown";"yes"
"44036";32;"technician";"single";"tertiary";"no";3255;"no";"no";29;167;2;-1;0;"unknown";"yes"
"44042";48;"admin.";"single";"secondary";"no";1544;"yes";"no";30;263;1;450;2;"failure";"yes"
"44044";41;"admin.";"single";"secondary";"no";985;"yes";"no";30;274;2;391;11;"success";"yes"
"44048";32;"technician";"single";"tertiary";"no";4071;"no";"no";30;319;2;-1;0;"unknown";"yes"
"44050";21;"student";"single";"secondary";"no";2488;"no";"no";30;258;6;169;3;"success";"yes"
"44051";74;"retired";"single";"primary";"no";29080;"no";"no";30;301;5;93;4;"other";"yes"
"44057";32;"management";"single";"tertiary";"no";12569;"no";"no";1;561;2;295;2;"success";"yes"
"44058";63;"retired";"married";"secondary";"no";2896;"no";"no";1;304;1;119;2;"success";"yes"
"44064";28;"student";"single";"secondary";"no";196;"no";"no";2;423;3;-1;0;"unknown";"yes"
"44066";31;"services";"single";"secondary";"no";1027;"no";"no";2;217;3;-1;0;"unknown";"yes"
"44070";26;"blue-collar";"single";"secondary";"no";463;"no";"yes";2;248;2;-1;0;"unknown";"yes"
"44071";31;"student";"single";"secondary";"no";3511;"no";"no";2;667;1;-1;0;"unknown";"yes"
"44073";39;"management";"single";"tertiary";"no";224;"no";"no";2;194;2;88;1;"success";"yes"
"44078";28;"services";"single";"secondary";"no";198;"no";"no";5;128;2;-1;0;"unknown";"yes"
"44082";24;"admin.";"single";"tertiary";"no";674;"yes";"no";6;267;1;-1;0;"unknown";"yes"
"44083";32;"management";"single";"tertiary";"no";623;"no";"no";6;335;3;194;2;"failure";"yes"
"44086";46;"management";"single";"tertiary";"no";558;"no";"no";6;319;1;-1;0;"unknown";"yes"
"44088";60;"technician";"married";"secondary";"no";259;"no";"no";6;396;1;386;2;"success";"yes"
"44090";37;"technician";"married";"secondary";"no";432;"yes";"no";6;386;3;776;55;"failure";"yes"
"44093";48;"management";"single";"tertiary";"no";159;"no";"no";7;229;1;251;6;"success";"yes"
"44094";52;"services";"married";"secondary";"no";657;"no";"no";7;398;2;460;2;"failure";"yes"
"44095";29;"management";"single";"tertiary";"no";1808;"no";"no";7;273;2;433;1;"success";"yes"
"44098";47;"management";"single";"tertiary";"no";6651;"no";"no";8;229;1;412;2;"failure";"yes"
"44099";70;"retired";"married";"primary";"no";2795;"no";"no";8;480;1;181;2;"success";"yes"
"44100";28;"management";"single";"tertiary";"yes";1414;"yes";"no";8;294;1;521;1;"failure";"yes"
"44102";31;"self-employed";"married";"tertiary";"no";2666;"no";"no";8;411;2;148;9;"other";"yes"
"44103";80;"retired";"married";"secondary";"no";668;"no";"no";8;250;1;371;1;"success";"yes"
"44104";29;"management";"single";"tertiary";"no";502;"no";"no";8;968;1;87;5;"failure";"yes"
"44106";23;"student";"single";"secondary";"no";1809;"no";"no";8;414;2;-1;0;"unknown";"yes"
"44107";34;"services";"single";"secondary";"no";267;"no";"no";8;449;2;-1;0;"unknown";"yes"
"44109";69;"retired";"married";"secondary";"no";2473;"no";"no";8;967;3;-1;0;"unknown";"yes"
"44111";19;"student";"single";"secondary";"no";372;"no";"no";8;444;3;-1;0;"unknown";"yes"
"44115";38;"admin.";"married";"secondary";"no";1767;"yes";"no";9;483;4;239;7;"success";"yes"
"44124";27;"technician";"single";"secondary";"no";337;"no";"no";9;23;1;-1;0;"unknown";"yes"
"44125";53;"admin.";"single";"secondary";"no";654;"no";"no";10;67;1;-1;0;"unknown";"yes"
"44130";35;"self-employed";"married";"tertiary";"no";2427;"no";"no";12;210;3;158;7;"other";"yes"
"44134";43;"admin.";"single";"secondary";"no";386;"no";"no";12;220;3;529;1;"failure";"yes"
"44137";30;"self-employed";"single";"tertiary";"no";251;"no";"no";12;537;1;-1;0;"unknown";"yes"
"44139";57;"retired";"married";"secondary";"no";1044;"no";"no";12;567;1;182;3;"success";"yes"
"44142";31;"management";"single";"tertiary";"no";2907;"yes";"no";12;248;1;194;3;"failure";"yes"
"44145";47;"admin.";"single";"secondary";"no";3696;"no";"no";12;250;2;181;4;"success";"yes"
"44147";65;"retired";"single";"secondary";"no";828;"no";"no";13;305;1;-1;0;"unknown";"yes"
"44149";25;"blue-collar";"single";"secondary";"no";1857;"yes";"no";13;195;2;91;10;"success";"yes"
"44150";33;"management";"single";"tertiary";"no";1962;"no";"no";13;363;1;181;1;"failure";"yes"
"44151";29;"self-employed";"single";"tertiary";"no";1579;"no";"no";13;178;1;181;4;"success";"yes"
"44152";79;"retired";"single";"primary";"no";2787;"no";"no";13;617;1;377;1;"success";"yes"
"44153";24;"student";"single";"secondary";"no";1123;"no";"no";13;475;1;412;1;"other";"yes"
"44154";27;"technician";"single";"secondary";"no";643;"no";"no";13;317;1;-1;0;"unknown";"yes"
"44158";31;"unemployed";"married";"tertiary";"no";330;"no";"no";13;309;1;181;3;"success";"yes"
"44161";40;"management";"married";"tertiary";"no";4539;"no";"no";13;256;3;439;1;"failure";"yes"
"44163";31;"technician";"married";"tertiary";"no";2166;"no";"no";13;577;6;182;2;"success";"yes"
"44164";26;"blue-collar";"single";"secondary";"no";2007;"no";"no";13;272;3;182;2;"success";"yes"
"44165";51;"management";"married";"tertiary";"no";3463;"no";"yes";13;371;2;166;3;"other";"yes"
"44168";70;"retired";"single";"primary";"no";482;"no";"no";14;413;1;181;3;"success";"yes"
"44169";24;"student";"single";"primary";"no";1235;"no";"no";14;334;4;93;6;"other";"yes"
"44170";23;"student";"single";"secondary";"no";1298;"no";"no";14;603;1;-1;0;"unknown";"yes"
"44171";41;"technician";"single";"secondary";"no";5329;"no";"no";14;397;2;-1;0;"unknown";"yes"
"44172";53;"technician";"married";"primary";"no";6181;"no";"no";14;817;2;209;3;"other";"yes"
"44174";86;"retired";"married";"primary";"no";1255;"no";"no";14;247;1;180;3;"success";"yes"
"44177";34;"technician";"single";"tertiary";"no";2733;"no";"no";14;604;1;-1;0;"unknown";"yes"
"44179";68;"retired";"single";"secondary";"no";4189;"no";"no";14;897;2;-1;0;"unknown";"yes"
"44180";35;"management";"married";"secondary";"no";724;"yes";"no";14;287;2;415;1;"failure";"yes"
"44182";28;"student";"single";"secondary";"no";205;"no";"no";14;87;3;184;2;"other";"yes"
"44184";66;"retired";"married";"secondary";"no";154;"no";"no";15;268;5;181;2;"failure";"yes"
"44186";30;"management";"single";"tertiary";"no";232;"no";"no";15;219;1;91;1;"success";"yes"
"44187";60;"retired";"single";"tertiary";"no";979;"yes";"no";15;346;1;181;4;"success";"yes"
"44188";46;"admin.";"married";"secondary";"no";5021;"no";"no";15;957;1;182;1;"success";"yes"
"44189";47;"admin.";"married";"secondary";"no";3676;"no";"no";15;415;2;342;1;"other";"yes"
"44190";31;"technician";"single";"secondary";"no";2544;"no";"no";15;252;1;184;3;"success";"yes"
"44193";68;"retired";"married";"secondary";"no";2469;"yes";"no";15;552;2;-1;0;"unknown";"yes"
"44194";63;"blue-collar";"married";"secondary";"no";180;"no";"no";15;390;2;182;5;"success";"yes"
"44195";42;"unemployed";"married";"secondary";"no";1289;"no";"no";15;250;4;415;2;"failure";"yes"
"44197";29;"student";"single";"secondary";"no";658;"no";"no";15;198;2;244;4;"other";"yes"
"44198";61;"retired";"married";"secondary";"no";938;"no";"no";15;392;2;183;3;"success";"yes"
"44202";35;"services";"married";"secondary";"no";2918;"no";"yes";16;815;2;407;3;"success";"yes"
"44206";64;"retired";"married";"secondary";"no";588;"no";"no";16;574;1;179;3;"success";"yes"
"44208";22;"student";"single";"primary";"no";423;"no";"no";16;316;1;179;10;"success";"yes"
"44209";49;"blue-collar";"married";"secondary";"no";1946;"no";"no";16;486;1;-1;0;"unknown";"yes"
"44212";19;"student";"single";"secondary";"no";302;"no";"no";16;205;1;-1;0;"unknown";"yes"
"44214";31;"management";"single";"tertiary";"no";414;"no";"yes";16;241;1;-1;0;"unknown";"yes"
"44216";48;"unemployed";"married";"secondary";"no";817;"no";"no";16;806;3;183;5;"success";"yes"
"44220";33;"technician";"married";"secondary";"no";183;"no";"no";16;457;2;182;3;"other";"yes"
"44225";39;"blue-collar";"married";"secondary";"no";2467;"no";"no";19;207;2;276;3;"other";"yes"
"44226";34;"technician";"married";"secondary";"no";806;"no";"no";19;253;3;458;1;"success";"yes"
"44227";46;"technician";"married";"secondary";"no";9299;"no";"no";19;1148;1;276;2;"other";"yes"
"44231";36;"management";"single";"tertiary";"no";1057;"no";"no";19;230;2;164;2;"failure";"yes"
"44232";32;"entrepreneur";"married";"tertiary";"no";762;"no";"no";19;187;11;-1;0;"unknown";"yes"
"44233";45;"management";"married";"tertiary";"no";31472;"no";"no";19;568;7;-1;0;"unknown";"yes"
"44234";44;"management";"single";"tertiary";"no";1090;"no";"no";19;204;4;532;2;"other";"yes"
"44237";57;"retired";"married";"secondary";"no";3738;"yes";"no";20;178;2;92;8;"failure";"yes"
"44240";29;"admin.";"single";"secondary";"no";1277;"no";"no";20;165;2;481;1;"success";"yes"
"44242";31;"unemployed";"single";"tertiary";"no";756;"no";"no";20;355;2;-1;0;"unknown";"yes"
"44246";54;"blue-collar";"married";"secondary";"no";1636;"no";"no";20;1008;2;-1;0;"unknown";"yes"
"44248";49;"management";"single";"tertiary";"no";300;"no";"no";21;316;1;-1;0;"unknown";"yes"
"44250";35;"admin.";"single";"secondary";"no";321;"no";"no";21;143;1;412;3;"other";"yes"
"44251";24;"student";"single";"secondary";"no";1234;"no";"no";21;314;1;156;2;"success";"yes"
"44253";24;"admin.";"single";"secondary";"no";1295;"no";"no";22;355;2;92;1;"success";"yes"
"44254";43;"management";"married";"tertiary";"no";839;"no";"no";22;942;1;-1;0;"unknown";"yes"
"44255";34;"unemployed";"single";"tertiary";"no";1974;"no";"no";22;355;1;342;3;"success";"yes"
"44257";27;"admin.";"married";"tertiary";"no";2855;"no";"no";22;138;2;178;4;"success";"yes"
"44258";54;"management";"single";"tertiary";"no";5475;"no";"no";22;321;4;-1;0;"unknown";"yes"
"44259";38;"management";"married";"tertiary";"no";536;"yes";"no";22;248;1;-1;0;"unknown";"yes"
"44262";34;"technician";"single";"secondary";"no";1279;"yes";"no";22;174;2;160;8;"other";"yes"
"44266";36;"management";"married";"tertiary";"no";203;"no";"no";23;608;3;179;2;"success";"yes"
"44267";33;"admin.";"single";"tertiary";"no";146;"no";"no";23;351;3;-1;0;"unknown";"yes"
"44269";35;"management";"married";"tertiary";"no";4124;"yes";"no";23;350;2;445;7;"other";"yes"
"44270";41;"admin.";"married";"secondary";"no";14968;"no";"no";23;1360;4;-1;0;"unknown";"yes"
"44273";36;"technician";"single";"secondary";"no";1451;"yes";"no";23;192;4;93;17;"other";"yes"
"44274";30;"student";"single";"tertiary";"no";3026;"no";"no";23;251;1;535;1;"failure";"yes"
"44275";41;"technician";"single";"tertiary";"no";431;"no";"no";23;196;1;88;5;"failure";"yes"
"44276";29;"management";"single";"tertiary";"no";985;"yes";"no";23;396;2;-1;0;"unknown";"yes"
"44280";82;"retired";"married";"primary";"no";243;"no";"no";26;275;1;180;2;"success";"yes"
"44282";56;"retired";"married";"secondary";"no";393;"no";"yes";26;183;1;221;2;"failure";"yes"
"44288";37;"technician";"married";"secondary";"no";1707;"yes";"no";26;546;2;784;3;"failure";"yes"
"44296";61;"self-employed";"married";"tertiary";"no";10861;"no";"no";26;336;2;259;3;"success";"yes"
"44297";23;"student";"single";"secondary";"no";794;"no";"no";26;607;3;171;3;"other";"yes"
"44300";33;"management";"single";"tertiary";"no";373;"no";"yes";27;267;1;180;4;"failure";"yes"
"44301";23;"management";"single";"tertiary";"no";1807;"no";"no";27;606;1;-1;0;"unknown";"yes"
"44307";45;"technician";"married";"secondary";"no";2776;"yes";"no";27;287;2;181;1;"success";"yes"
"44308";61;"retired";"married";"secondary";"no";1058;"no";"no";27;218;2;91;3;"success";"yes"
"44314";55;"technician";"married";"tertiary";"no";1320;"no";"no";28;340;1;91;2;"success";"yes"
"44316";39;"unemployed";"married";"primary";"no";7005;"yes";"no";28;429;2;184;3;"success";"yes"
"44317";82;"housemaid";"single";"primary";"no";1381;"no";"no";28;844;5;181;4;"failure";"yes"
"44318";27;"technician";"single";"secondary";"no";204;"no";"no";28;471;2;-1;0;"unknown";"yes"
"44319";26;"technician";"married";"secondary";"no";267;"yes";"no";28;817;2;-1;0;"unknown";"yes"
"44321";22;"unemployed";"single";"tertiary";"no";993;"no";"no";28;115;3;93;1;"other";"yes"
"44322";27;"student";"single";"tertiary";"no";311;"no";"no";28;462;1;148;4;"success";"yes"
"44324";53;"blue-collar";"married";"primary";"no";306;"no";"no";28;388;3;181;1;"success";"yes"
"44325";54;"management";"married";"tertiary";"no";752;"no";"no";29;211;5;491;4;"other";"yes"
"44328";64;"retired";"married";"secondary";"no";1574;"no";"no";29;301;3;-1;0;"unknown";"yes"
"44330";57;"technician";"married";"tertiary";"no";1181;"no";"no";29;169;2;182;2;"success";"yes"
"44331";31;"management";"single";"tertiary";"no";1761;"yes";"no";29;332;3;440;3;"failure";"yes"
"44333";35;"unemployed";"single";"tertiary";"no";154;"no";"no";29;200;4;181;2;"failure";"yes"
"44335";77;"retired";"married";"secondary";"no";4112;"no";"no";29;426;1;184;3;"success";"yes"
"44336";36;"services";"married";"secondary";"no";11650;"yes";"no";29;268;1;-1;0;"unknown";"yes"
"44337";32;"management";"married";"tertiary";"no";6138;"no";"no";29;519;2;90;9;"failure";"yes"
"44340";69;"retired";"single";"tertiary";"no";2144;"no";"no";29;417;1;184;4;"success";"yes"
"44341";69;"technician";"married";"tertiary";"no";482;"no";"no";29;478;1;267;1;"failure";"yes"
"44348";71;"technician";"married";"secondary";"no";3020;"no";"no";30;304;1;270;3;"failure";"yes"
"44350";45;"management";"single";"tertiary";"no";4831;"no";"no";30;852;3;182;11;"success";"yes"
"44351";64;"retired";"married";"primary";"no";12067;"no";"no";30;367;2;92;2;"success";"yes"
"44353";35;"technician";"single";"secondary";"no";1227;"no";"no";30;1005;5;134;10;"success";"yes"
"44368";34;"management";"single";"tertiary";"no";275;"no";"no";2;196;2;455;23;"other";"yes"
"44369";34;"management";"married";"secondary";"no";369;"no";"no";2;868;3;342;4;"failure";"yes"
"44376";53;"admin.";"single";"secondary";"no";2398;"yes";"no";2;317;1;180;2;"failure";"yes"
"44377";63;"management";"married";"tertiary";"no";2785;"no";"no";2;341;2;392;3;"success";"yes"
"44386";29;"student";"single";"secondary";"no";1377;"yes";"no";3;248;1;446;2;"success";"yes"
"44387";29;"student";"single";"tertiary";"no";163;"no";"no";3;249;1;-1;0;"unknown";"yes"
"44388";38;"management";"married";"tertiary";"no";1199;"no";"no";3;482;1;-1;0;"unknown";"yes"
"44390";62;"retired";"married";"secondary";"no";569;"no";"no";3;187;2;180;6;"success";"yes"
"44392";56;"services";"married";"secondary";"no";1989;"no";"no";3;279;4;181;4;"success";"yes"
"44396";42;"management";"married";"tertiary";"no";372;"yes";"no";3;654;2;-1;0;"unknown";"yes"
"44397";68;"retired";"married";"tertiary";"no";2812;"no";"no";3;392;4;181;3;"success";"yes"
"44400";43;"blue-collar";"married";"primary";"no";2952;"no";"no";3;417;2;95;1;"other";"yes"
"44402";62;"retired";"married";"secondary";"no";569;"no";"no";4;288;1;1;8;"success";"yes"
"44404";68;"retired";"married";"tertiary";"no";2812;"no";"no";4;651;1;1;7;"success";"yes"
"44405";38;"management";"married";"tertiary";"no";1199;"no";"no";4;178;1;1;1;"success";"yes"
"44407";63;"entrepreneur";"married";"secondary";"no";3904;"no";"no";4;250;2;187;2;"success";"yes"
"44408";48;"admin.";"married";"secondary";"no";156;"no";"no";4;291;1;-1;0;"unknown";"yes"
"44409";30;"services";"single";"tertiary";"no";1788;"no";"no";4;288;1;181;2;"failure";"yes"
"44410";45;"admin.";"married";"secondary";"no";205;"no";"no";4;180;1;92;3;"success";"yes"
"44412";59;"unemployed";"married";"secondary";"no";1625;"no";"no";4;198;1;180;2;"success";"yes"
"44413";38;"management";"married";"tertiary";"no";238;"no";"no";4;139;1;92;3;"failure";"yes"
"44415";49;"blue-collar";"married";"secondary";"no";1730;"yes";"no";4;605;2;92;4;"success";"yes"
"44419";35;"unemployed";"single";"tertiary";"no";415;"no";"no";4;462;1;92;4;"success";"yes"
"44420";32;"management";"married";"tertiary";"no";1812;"no";"no";4;296;1;182;4;"other";"yes"
"44423";30;"admin.";"single";"secondary";"no";3528;"no";"no";4;250;1;92;2;"failure";"yes"
"44425";33;"technician";"married";"secondary";"no";180;"no";"no";4;561;1;435;3;"failure";"yes"
"44427";38;"services";"married";"secondary";"no";4017;"no";"no";4;470;1;96;3;"success";"yes"
"44430";42;"management";"married";"tertiary";"no";372;"yes";"no";4;153;3;1;2;"success";"yes"
"44431";36;"management";"married";"tertiary";"no";1133;"yes";"no";4;293;1;181;2;"other";"yes"
"44437";29;"management";"single";"tertiary";"no";437;"no";"no";5;504;1;92;1;"success";"yes"
"44438";38;"technician";"married";"secondary";"no";318;"no";"no";5;274;1;182;6;"success";"yes"
"44440";41;"technician";"single";"tertiary";"no";1646;"yes";"no";5;172;3;92;8;"success";"yes"
"44443";57;"technician";"single";"secondary";"no";470;"no";"no";5;480;3;-1;0;"unknown";"yes"
"44444";53;"management";"married";"tertiary";"no";3591;"yes";"no";5;306;2;181;2;"other";"yes"
"44445";56;"management";"single";"tertiary";"no";2037;"no";"no";5;318;1;91;6;"failure";"yes"
"44446";36;"services";"married";"secondary";"no";394;"no";"no";5;324;1;-1;0;"unknown";"yes"
"44448";33;"technician";"single";"secondary";"no";2979;"no";"no";5;326;2;437;1;"failure";"yes"
"44449";41;"management";"married";"tertiary";"no";1092;"no";"no";5;736;1;-1;0;"unknown";"yes"
"44451";34;"admin.";"single";"secondary";"no";661;"yes";"no";5;245;2;183;10;"failure";"yes"
"44454";29;"housemaid";"single";"tertiary";"no";2196;"no";"no";5;215;1;-1;0;"unknown";"yes"
"44455";34;"management";"single";"tertiary";"no";417;"yes";"no";5;270;1;174;15;"failure";"yes"
"44456";21;"entrepreneur";"single";"tertiary";"no";2077;"no";"no";5;323;1;-1;0;"unknown";"yes"
"44457";27;"self-employed";"single";"tertiary";"no";347;"no";"no";6;385;4;-1;0;"unknown";"yes"
"44458";37;"management";"married";"tertiary";"no";2283;"no";"no";6;303;2;92;4;"success";"yes"
"44461";33;"student";"married";"secondary";"no";1536;"no";"no";6;258;2;178;4;"success";"yes"
"44462";45;"management";"married";"secondary";"no";446;"no";"no";6;304;3;-1;0;"unknown";"yes"
"44464";27;"technician";"single";"tertiary";"no";401;"no";"no";6;218;3;93;2;"success";"yes"
"44465";22;"student";"single";"secondary";"no";216;"no";"no";6;178;1;179;2;"success";"yes"
"44466";37;"management";"married";"secondary";"no";565;"no";"no";6;174;1;93;3;"failure";"yes"
"44469";45;"admin.";"married";"secondary";"no";476;"no";"no";6;356;1;364;1;"other";"yes"
"44471";28;"blue-collar";"single";"secondary";"no";1348;"yes";"no";6;221;2;-1;0;"unknown";"yes"
"44473";31;"blue-collar";"single";"secondary";"no";228;"no";"no";6;744;1;88;4;"other";"yes"
"44474";62;"management";"married";"tertiary";"no";1859;"no";"no";6;245;3;-1;0;"unknown";"yes"
"44475";47;"management";"married";"tertiary";"no";2306;"no";"no";6;239;4;-1;0;"unknown";"yes"
"44488";60;"technician";"married";"secondary";"no";824;"yes";"no";9;265;1;181;8;"success";"yes"
"44493";25;"student";"single";"secondary";"no";348;"no";"no";10;245;1;-1;0;"unknown";"yes"
"44495";40;"blue-collar";"married";"secondary";"no";1515;"yes";"no";10;503;1;-1;0;"unknown";"yes"
"44496";44;"entrepreneur";"married";"tertiary";"no";121;"no";"no";10;412;1;-1;0;"unknown";"yes"
"44497";33;"management";"married";"tertiary";"no";1514;"no";"no";10;447;1;728;2;"failure";"yes"
"44499";32;"technician";"married";"secondary";"no";473;"no";"yes";10;1064;1;95;3;"success";"yes"
"44500";30;"technician";"single";"tertiary";"no";2325;"no";"no";10;263;1;127;7;"failure";"yes"
"44502";56;"technician";"single";"secondary";"no";3450;"no";"no";10;507;1;181;2;"success";"yes"
"44504";38;"entrepreneur";"single";"secondary";"no";2543;"no";"no";10;223;1;414;4;"failure";"yes"
"44506";22;"self-employed";"single";"secondary";"no";2138;"no";"yes";10;164;1;109;2;"other";"yes"
"44507";34;"technician";"single";"secondary";"no";2085;"no";"no";10;356;3;182;2;"success";"yes"
"44509";29;"admin.";"single";"secondary";"no";464;"no";"no";10;317;2;518;1;"failure";"yes"
"44511";61;"retired";"married";"secondary";"no";1853;"no";"no";10;520;1;181;2;"success";"yes"
"44512";62;"blue-collar";"married";"secondary";"no";272;"no";"no";11;146;1;286;2;"failure";"yes"
"44514";24;"student";"single";"secondary";"no";1925;"no";"no";11;1363;1;-1;0;"unknown";"yes"
"44516";65;"entrepreneur";"married";"tertiary";"no";2331;"no";"no";11;425;1;183;2;"success";"yes"
"44517";70;"retired";"married";"primary";"no";324;"no";"no";11;632;1;308;6;"other";"yes"
"44518";60;"technician";"married";"secondary";"no";116;"no";"no";11;329;2;181;8;"success";"yes"
"44519";30;"student";"single";"secondary";"no";1779;"no";"no";11;233;1;433;1;"success";"yes"
"44520";51;"management";"married";"tertiary";"no";346;"no";"no";11;237;1;180;6;"success";"yes"
"44521";36;"self-employed";"single";"tertiary";"no";353;"no";"no";11;361;2;181;2;"success";"yes"
"44522";42;"management";"married";"tertiary";"no";27696;"no";"no";11;370;1;91;7;"success";"yes"
"44523";58;"management";"married";"secondary";"no";2155;"no";"yes";11;248;2;182;7;"success";"yes"
"44525";35;"admin.";"married";"secondary";"no";2374;"yes";"no";11;765;2;183;5;"success";"yes"
"44527";35;"technician";"married";"tertiary";"no";7050;"no";"no";11;222;3;182;4;"success";"yes"
"44528";43;"blue-collar";"married";"secondary";"no";413;"yes";"no";12;235;2;182;4;"success";"yes"
"44530";77;"retired";"married";"primary";"no";2590;"no";"no";12;345;1;178;20;"failure";"yes"
"44531";34;"blue-collar";"married";"secondary";"no";320;"yes";"no";12;352;1;828;2;"failure";"yes"
"44532";35;"blue-collar";"married";"secondary";"no";1454;"yes";"no";12;323;1;182;4;"success";"yes"
"44533";39;"blue-collar";"married";"secondary";"no";1382;"yes";"no";12;357;1;182;2;"success";"yes"
"44535";75;"retired";"married";"secondary";"no";291;"no";"no";12;350;1;182;2;"success";"yes"
"44537";35;"self-employed";"married";"tertiary";"no";2427;"no";"no";12;175;3;31;10;"success";"yes"
"44538";41;"admin.";"married";"secondary";"no";2498;"no";"no";12;411;1;-1;0;"unknown";"yes"
"44540";51;"blue-collar";"married";"secondary";"no";2007;"yes";"no";12;1226;3;-1;0;"unknown";"yes"
"44541";48;"unemployed";"married";"secondary";"no";926;"no";"no";12;504;2;178;10;"success";"yes"
"44543";26;"unemployed";"single";"secondary";"no";632;"no";"no";12;312;3;181;1;"success";"yes"
"44545";55;"unknown";"married";"secondary";"no";2206;"no";"no";12;265;1;91;5;"success";"yes"
"44548";44;"management";"married";"tertiary";"no";1791;"no";"no";12;201;1;182;2;"success";"yes"
"44550";49;"services";"married";"primary";"no";1830;"yes";"no";13;261;1;179;1;"success";"yes"
"44551";29;"self-employed";"single";"tertiary";"no";814;"no";"no";13;461;1;-1;0;"unknown";"yes"
"44552";67;"housemaid";"single";"secondary";"no";5275;"no";"no";13;222;4;-1;0;"unknown";"yes"
"44553";42;"admin.";"single";"secondary";"no";2129;"no";"no";13;633;1;182;2;"other";"yes"
"44556";58;"admin.";"married";"secondary";"no";169;"no";"no";13;880;1;92;8;"success";"yes"
"44557";35;"management";"married";"tertiary";"no";2717;"no";"no";13;394;6;-1;0;"unknown";"yes"
"44558";45;"management";"married";"tertiary";"no";226;"yes";"no";13;177;6;179;10;"success";"yes"
"44561";37;"technician";"married";"tertiary";"no";341;"no";"no";13;287;3;182;3;"success";"yes"
"44562";35;"management";"single";"tertiary";"no";2885;"no";"no";13;199;3;43;8;"other";"yes"
"44566";61;"retired";"married";"secondary";"no";523;"no";"no";13;211;3;183;4;"success";"yes"
"44568";60;"technician";"single";"secondary";"no";367;"no";"no";16;318;2;-1;0;"unknown";"yes"
"44571";60;"services";"married";"tertiary";"no";4256;"yes";"no";16;239;3;761;1;"other";"yes"
"44573";33;"technician";"married";"secondary";"no";484;"yes";"no";16;205;3;182;9;"success";"yes"
"44576";27;"blue-collar";"single";"secondary";"no";535;"no";"no";16;265;3;95;4;"success";"yes"
"44581";65;"retired";"married";"primary";"no";1760;"no";"no";18;855;4;-1;0;"unknown";"yes"
"44584";24;"student";"single";"secondary";"no";431;"no";"no";19;418;11;185;5;"success";"yes"
"44609";57;"retired";"married";"tertiary";"no";1269;"no";"no";31;1120;1;-1;0;"unknown";"yes"
"44613";36;"admin.";"single";"tertiary";"no";364;"no";"yes";31;185;1;123;1;"failure";"yes"
"44614";61;"housemaid";"married";"primary";"no";211;"no";"no";31;443;2;186;3;"failure";"yes"
"44615";52;"self-employed";"married";"tertiary";"no";4012;"no";"no";31;634;3;92;5;"other";"yes"
"44616";34;"admin.";"single";"tertiary";"no";625;"no";"yes";31;34;1;-1;0;"unknown";"yes"
"44619";60;"management";"married";"tertiary";"no";474;"no";"no";31;415;5;186;3;"other";"yes"
